venue_no,venue_name,review_text
V21,The Prince Albert,"My husband and I got married here in late September 2023, and I cannot recommend the Prince Albert enough!! Booking a wedding venue can be stressful and we felt like a lot of the venues we looked at gave us the ""hard sell"" but the folks at the Prince Albert helped to put us at ease every step of the way. We fell in love with how beautiful the pub was, so hired the upstairs for the ceremony, wedding breakfast and party afterwards for around 40 - 45 people. We were able to drop off decorations the night before and talk it all through with the staff, and they did such a good job of working with us and the florist to get the place looking amazing. The ceremony went off without a hitch, everybody loved the food and we had a blast in the evening. All the staff were amazing, but special shout out to Harrison and Lauren for helping us plan and run the day, and Maria for managing everything on the ground both when we dropped off the decorations and during the wedding itself. Thank you again for helping us celebrate our special day with our loved ones, for making it so stress free and so memorable!"
V21,The Prince Albert,"All you ever hear about wedding venues is that everything is a rip off, the food is meh, and there are a ton of annoying restrictions...the opposite is true of Harrison and The Prince Albert team. From Day 1, Harrison made the whole process not only easy but really fun! He was quick to respond, super knowledgeable, and very accommodating; he even helped our best man execute a surprise for us without it disrupting any timings. On the day, they decorated the place beautifully, managed to serve a 3 course dinner to 76 people unbelievably fast, and everyone raved about the food - to say they did a good job is a gross understatement, they went above and beyond. We were after ""classy fun"" and that's exactly what we got - thank you so so much!"
V21,The Prince Albert,"We had the exact wedding reception we wanted at the Prince Albert thanks to Harrison, Claudio and the other amazing staff who helped us feel so relaxed in the build up and during. We wanted a very low-key vibe and the team understood that but there were enough options for any style of wedding you wanted. The upstairs function room felt cozy and intimate while still leaving breathing room and space to dance, but you could easily rent the whole place if you wanted more guests and even choose to do your ceremony there. We had the most compliments on our food (we chose a buffet option). The team were particularly accomodating to some complicated dietary requirements and it was all delicious."
V21,The Prince Albert,"July 6, 2023 was the most memorable day of our lives! A big thank you  to Harrison and the rest of the team for assisting us through out the whole process. Our guests loved the Prince Albert pub especially the sumptuous food and booze on our wedding day! 

David & Dannah"
V21,The Prince Albert,"The Prince Albert is a Great venue for the classic Pub Wedding. 
Harrison and the team did an amazing job to organize everything. The food was great and the service first class. Only sorry it was over so quickly. Thanks again for everything."
V21,The Prince Albert,"We found The Prince Albert when our original venue cancelled on us less than 2 months before our wedding. & we are so glad we did; everything happens for a reason! From the moment we met Harrison, we knew we were in safe hands, and the team at the Prince Albert made our day amazing. The pub looked beautiful and we were very greatful for the effort the team put in putting up all our decorations. We had so many compliments about the food, and we were very impressed in the swift and organised manner in whichever it was served. Everyone had a wonderful time, and we would not hesitate in recommending The Prince Albert."
V22,Kindred,"We chose Kindred for our 60 person wedding and it could not have been better. We wanted a venue where we could have the ceremony, dinner and dancing all under one roof, that was wheelchair accessible, and easy to get to on the tube, Kindred ticks all those boxes and more!
The food is incredible, we really enjoyed popping by to do all the tastings, we'll continue to come to the Cellar for food and cocktails. Many guests commented on how good the food was.
The place itself is gorgeous, inside and out. We used the whole venue, the main Hall for the ceremony, dinner and dancing, and the Library upstairs for the drinks reception and cake cutting. Also, being right next to Hammersmith station, the venue could not be easier to get to!
The staff are wonderfully attentive and helpful, both before and on the day. They were really open to the little details that made our day uniquely ours, from the drinks selections, to having a table and glasses on stage for the ceremony, to playing our music selections at the right time. Plus its a dog friendly venue!"
V22,Kindred,"We LOVE this venue! We got married here with only 12 weeks notice and Anna, the owner, and her staff went above and beyond to make the day as memorable, magical, and marvellous as we'd hoped it would be. The venue is elegant, stylish and perfect for a London, city based wedding. The food is sensational as it comes from their in-house kitchen on the ground floor and every guest remarked on how delicious their meal was. It's restaurant quality food, not your standard wedding food. The place looks stunning in all our wedding photos and the wedding cake they made us (at very short notice I might add!) was second to none. Everyone loved it. The venue was also perfect for late night dancing and drinking and merriment. It was such a pleasure - and a breeze - to work with Anna and her team on one of the most important days of my life, and I very much hope to do so again in the future. I will forever be grateful to her and all she helped us with."
V22,Kindred,"We had our wedding reception for 35 guests at Kindred, in the Library and Salon earlier this year. The day went incredibly smoothly, the staff couldn't have been more attentive and our guests raved about the food for weeks afterwards. It was the perfect sized space for our intimate celebration, really cosy and the atmosphere was great. The little touches really helped to make the day special, with espresso martinis served for the speeches and sparklers for our exit at the end of the night. Thanks again to the lovely Kindred team!"
V22,Kindred,"I cannot find a single fault in our experience with Kindred for our wedding. Not only was it a stunning venue that honestly made some of our guests gasp as they arrived, but Anna and the team were so incredibly helpful throughout the entire process. Having them support us really took so much of the wedding planning stress away and we knew we were in safe hands. I really appreciated that the team were happy to chat through ideas with me and were always keen to find creative solutions to give us the day that we had envisioned. 

The food was absolutely delicious and they were so accommodating for our long list of dietary requirements from our guest. The cocktails were also so delicious. Our guests were buzzing for weeks after, as were we. 

On the night, the staff were not only incredibly helpful and efficient, but also just so friendly, welcoming and complimentary. We felt thoroughly spoilt and very well looked after. 

We visited so many venues and this was by far the best choice for us. The interiors made for some stunning photos and the layout of the spacing meant that whilst we had 80-100 guests, it still felt very intimate. I cannot  recommend Kindred enough!"
V22,Kindred,"We would give a thousand stars if we could. Kindred hosted us for our cocktail style wedding and it was everything we could have hoped for and the perfect venue for this style of wedding. The wine, cocktails and food (incredible grazing board, canapés, bowls and pizzas) were exceptional and the team were on top of everything, friendly and nothing was ever an issue. We would HIGHLY recommend it. We have had loads of guests message us to tell us what a spectacular venue it was with the most friendly team. The venue had different spaces to suit our needs and the AV is amazing - it worked perfectly for our live music band and our DJ, and our own music playlists for our ceremony. They took the stress off planning and really did mean we could relax and not worry that everything would run smoothly. Thank you so much Kindred team for giving us the best day of our lives"
V18,B&H Buildings,Bourne & Hollingsworth was such an exceptional venue for our wedding this September. This is the perfect place for you if you want a true London wedding that feels like a fun dinner/house party but on an epic scale. We used the top floor (the studios) for our sit down dinner (think candle light and tasty roast lamb) and headed downstairs for our reception with the basement club (below and hidden) for late night dancing. The place is stunning (greenery and glass everywhere and the cocktails are insane but what really makes this place are the people. The whole staff from Matt and Lizzie to the bar team to the dinner crew made our whole day seamless and so fun. Could not recommend B&H more highly for your London wedding.
V18,B&H Buildings,"Beautiful wedding celebration in the most stylish venue - we had an intimate wedding reception (drinks, dinner and more drinks!) at the Bourne & Hollingsworth Buildings. The staff members on duty were excellent - nothing was too much trouble and they served everyone with such professionalism. We couldn’t recommend it highly enough and we haven’t stopped talking about it since. All of our guests were so impressed with the space and how stylish it was. The bar, restaurant and greenhouse are all aesthetically beautiful and the botanical vibes make for a very relaxed, but premium setting. Special shout out to Lizzie who helped us coordinate everything and Matt on the day who led the team. Thank you so much - we had the best day and we couldn’t have wished to host it in a better venue."
V18,B&H Buildings,"India & the B&H team were seamless. Flexible, responsive, kind, and easy to deal with. They made our day so special. The food was fantastic, the drinks were lovely, and the value for money was first rate!"
V23,Bredenbury Court Barns,"The best day of our lives and me and my now husband couldn't be more thankful to Bredenbury. Before booking Bredenbury we visited over 17 wedding venues in Gloucestershire, Worcestershire and Herefordshire - we fell in love instantly, there is no need for a crazy amount of extra expense on decorations, the venue speaks for itself. The fact that it was no corkage just added to why we wanted to book and the team were so friendly. In the lead up to the wedding they were brilliant, we booked far in advance and brought over all our family members to come see the venue, they were so flexible, understanding and welcoming - they couldn't do enough for us. On the wedding day they had decorated for us by the time we had arrived and all we had to do on the day was to enjoy it - which was perfect. It really was the best day of our lives, all the comments from our family and friends was how beautiful the venue was. They kept the day running so smooth and we didn't need to think about a thing."
V23,Bredenbury Court Barns,"An absolutely incredible venue and the most amazing day! Our wedding planner was Harriet and she worked tirelessly throughout the day making sure everything was perfect, and perfect it all was! Thank you all so much for all your hard work from the initial meeting, to the food trial, to the final meeting and then the day itself. We couldn't have asked for anything better! Thank you!"
V23,Bredenbury Court Barns,"There truly aren't words to describe how incredible Bredenbury Court Barns and their entire team of fantastic staff were through the planning process and the day itself. They were so friendly, supportive and nothing was ever too much. From quick replies to any questions that popped to mind to planning meetings that left us feeling prepared and ready to the day being set up beyond perfectly. Our amazing wedding coordinator Lianna spent the days and months (years really!) leading up to our big day making sure everyone detail was perfect, that everything was incorporated that we'd dreamed of and made sure we didn't feel a moment of stress from start to finish. All throughout the building from the bridal booth, to the orangery to the oak barn was beautifully light and open - even with our wedding being the end of October - and we had so many compliments about this! There aren't enough words to say thank you and explain just how much we'd recommend this venue to everyone"
V23,Bredenbury Court Barns,"We had the perfect day back in July. The weather didn't go to plan but they helped make the day so special even with the last minute switches because of the rain. We had such an amazing day and the feedback from our guests about the venue, food and service was great! We cannot thank the team enough for the effort they put in throughout the whole process but especially on the day. We felt incredibly supported throughout the whole process."
V23,Bredenbury Court Barns,"The venue itself is stunning. The buildings, grounds and interior decorations are all beautiful and immaculately presented. From the moment you turn down the lane it is so picturesque, you know you've found somewhere special. It's exactly what we were imagining for our wedding venue.

The layout is perfect, with ample space for guests to mingle and move about, and great accessibility for older and disabled guests. Ours was a winter wedding, and while most of the day was inside it wasn't cramped and we could still enjoy the beautiful grounds through the expansive windows that run along the whole barn.

All of the venue is stunning, but practicality-wise the Bridal Suite warrants a special mention. Room length mirrors, plenty of room for the bridal party to get ready, have their makeup and hair done, and if there's time to relax as well. Drinks were served from 11 onwards, and it has it's own toilets and shower. 

From our first meeting at Bredenbury the staff were exceptional. They gave a reassuring air of professionalism and experience, with just the right level of excitedness for our day without it feeling forced. We were really impressed by how responsive the whole team were, with speedy replies to any questions we had during the planning. This is something we particularly appreciated as we only gave ourselves 7 weeks to plan our big day.

Value for money wise it felt tricky to gauge when we were trying to choose a venue as the headline figure is rarely what you'll end up paying, with different venues charging different amounts for different things. Not the case with Bredenbury. With their No Corkage policy and generosity in being able to use whatever props they already have, any extras were non-essentials of our own choosing.

No Corkage is pretty significant. Some venues wanted to charge £20/bottle, so not having to pay this and being able to supply not only our own wine but beers, gin and soft drinks for the drinks reception and wedding breakfast was not only a massive saving but also made the occasion more personal for us. The bar staff and catering team were excellent, pouring and serving drinks, warming our mulled wine and setting up the gin bar. Once your guests have drunk you dry the venue's bar is well stocked and standard pub pricing.

We wanted a Christmas wedding and seeing in early November that they had a date available that December we couldn't resist. 7 weeks isn't long to organise a wedding with nearly 100 guests, and we couldn't have done it without the Bredenbury team being so organised. Our assigned event manager, Harriet, was brilliant in the runup and on the day, as were all the other managers and staff we spoke with. The Wedding Bible they fill out with you is a great idea and nails down all the finer details to ensure everything runs as smoothly as possible on the day.

We didn't want to have to spend the day before and morning of our wedding worrying about set up and decorations, but needn't have worried as Bredenbury did all of this for us. A meeting beforehand clarified what we wanted where; we simply dropped off boxes of stuff the day before and rocked up in the morning to find everything laid out as hoped.

This organisation extended to the third party suppliers, of which Bredenbury have an extensive list of local recommendations. We booked the ceiling lights with Cotswold Wedding Co. and didn't have to do anything else. The band, Apollo Gold (incredible!!) set up without any hassle and didn't have any issues with Bredenbury's noise limiter. Our florist Katrina Bevis hadn't been there before, but again had no problem getting everything in place on the morning.

On-site accommodation was good for close family and friends, but there's not enough for the majority of guests and the lack of a dedicated honeymoon suite is a bit of a shame. If you want privacy for your first night as a married couple it means taking over an entire lodge. The quality and comfort of the rooms is excellent, though, and the continental breakfast served the morning after in the East Lodge was delicious, with ample options for Vegan and Gluten Free. 

Jenkinsons are the exclusive caterer for Bredenbury and have an extensive menu for nibbles, the wedding breakfast and dinner. The menu and ordering process is clear, and pricing is what we expected to pay. Food and service was as slick and faff-free as everything else. A real delight.

On the day, Harriet and the catering manager were  absolute superstars. Zero stress, everything ran to time and as planned, and they were always available if we had any questions or needed help.

The whole day was perfect and exactly what we wanted. I don't think we could have achieved this without the exceptional organisation of Harriet and the team. The entire process was very slick, zero stress, and we wouldn't hesitate in recommending Bredenbury Court Barns to anyone looking to get married in a countryside paradise."
V23,Bredenbury Court Barns,"I want to say a massive thank you to Bredenbury Court Barns for hosting our wedding. From the start they were super amazing and accommodating to us. They won us over with their care and support even when we had a pickle in the beginning.

Olivia was super helpful from the start and throughout the year we were planning she offered huge amount of support and suggestions.

We typed in “orangery weddings” in google when we were first looking because I was keen to get a ceremony in an orangery and Bredenbury popped up after much searching. Once we saw the Orangery we cancelled every other viewing we had across the country because we felt we found the perfect place, and nothing compared to the reception with the beautiful windows that brought all the light in. The grounds were absolutely spectacular and gorgeous. It was a no brainer for us to pick such a beautiful venue. They brought my ideas to life and we were able to get support on anything from recommendation of suppliers, to ideas on decor to their favourite meals from Jenkinson’s. They fully outdid themselves in love for us. We can’t forget it.

Our wedding day was exceptional with Lianna helping us all the way. She was a breath of fresh air. She cared about all the little details and made us feel relaxed and had a good laugh with us. The fact she was there 100% of the way, before the wedding, during the wedding, and even after is unmatched! Thank you Lianna for really being there to make our wedding day smooth and relaxing.

The food was incredible too and we often think about how sad it is that we didn’t finish our second plates, we think about it a lot.

Thank you for the wonderful journey BCB, you blew us away with your integrity, kindness, and genuine support!"
V23,Bredenbury Court Barns,thank you to everyone at bredenbury court barns who made our day so special
V23,Bredenbury Court Barns,"From the moment we stepped foot into Bredenbury Court Barns, we knew this was the venue for us. It was the first and only venue we viewed as we were blown away by how gorgeous the venue is. The venue itself is absolutely stunning, with breathtaking views and impeccably maintained grounds that set the perfect backdrop for our special day.

The staff went above and beyond to ensure everything ran smoothly. From our first consultation to the last dance, their professionalism and attention to detail were exceptional. Harriet was absolutely brilliant and I don’t know what we would have done without her! 

The food was another highlight—our guests are still talking about how delicious everything was! Jenkinsons are amazing, they helped us personalise our menu perfectly! 

We couldn’t have asked for a more beautiful venue to have our wedding. The day couldn’t have been more perfect! Thank you to everyone at Bredenbury Court Barns for making our wedding day nothing short of magical!"
V23,Bredenbury Court Barns,"We could not have had a more perfect experience with Bredenbury Court Barns. Right from initial booking all the way through to breakfast the following morning, everything was perfect. Nothing was too much trouble for our wonderful planner, Lianna. She ensured the day ran smoothly and our months of planning turned out exactly as we’d imagined. They are available to answer any questions you have any time, they’re only an email away and get back to you so fast. The venue itself if just gorgeous, the grounds make for some wonderful photos, and the orangery lets so much light in that your ceremony photos are gorgeous. The whole place is fully air conditioned too which was great for our July wedding. The bridal suite is a perfect balance of being aesthetically pleasing and practical for getting ready in, it’s so spacious, lots of natural light, there’s plenty of plug sockets and huge mirrors so everyone has plenty of room for getting ready and no one is on top of eachother. There’s even an outside space for getting some fresh air. I’m so glad we chose to have our wedding here, it’s given us memories to cherish forever and there are zero memories of any stress!! Cannot recommend this venue enough!"
V23,Bredenbury Court Barns,"We cannot believe how lucky we fell to get married at such a beautiful venue. Right from the offset of viewing the venue, to our special day, we were taken of. No question was too silly, and so much pressure was taken off us during the planning. We managed to make everything our own and Lianna was there every step of the way. Thank you for giving us our happily ever after. We will forever be grateful."
V25,Brinsop Court Manor House and Barn,"Wow what can I say, Brinsop is an absolutely stunning wedding venue with heaps of character and so many options of places for the ceremony and to do things. We fell in love with it as soon as we saw it and knew it was where we wanted to get married. 

Right from the start, the Brinsop team were so helpful and accommodating. From giving an virtual tour then showing us around in person, Issy and the team were fantastic right the way through. Nothing was a hassle, no request too difficult and they were incredibly professional and responsive throughout the whole process. 

We loved that Brinsop is an exclusive venue with accommodation on site so we could stay with the bridal party and our immediate family. All the rooms are unique and have so much character and it's fun exploring the whole place. You feel like you are in the middle of nowhere, in nature with swans, ducks and birds all around. 

Throughout our planning process, Issy and the team helped us every step of the way, being incredibly flexible in managing our requests and really trying to create our vision. They even got their team to make a giant jenga that we could use on the day! They helped to create the most perfect bespoke wedding breakfast and canapes menu, and seemed so positive and excited to be part of our special day and experience. 

Arriving at the venue, Issy and the team were ready and had everything prepared and ready to go. It made the process so smooth for us and meant we could really enjoy the day without any stress. Issy coordinated perfectly with all of our vendors and it really felt like she and the whole team were so happy for us and wanted to be part of our day which was amazing. Our guests commented on how friendly and responsive all the staff were and it really made the experience extra special. 

I wouldn't change anything about the day and it was perfect. I would absolutely recommend Brinsop as a wedding venue and all the staff who are really invested in helping deliver your vision. Thank you so so much to the whole team for making this a day that we will look back on for many years to come with amazing memories."
V25,Brinsop Court Manor House and Barn,"Wow, what a perfect day we had! It really went without a hitch and that was thanks to Nina and all the staff at Brinsop. The team worked seamlessly to ensure the day was as perfect as could be, and it really was! The wedding was booked over 2 years in advance and the staff were so accommodating with all my questions, planning and site visits, they couldn’t do more to support us. Special thanks to our coordinator Nina who was a delight to work with and a credit to Brinsop. Everyone that attended agreed at how beautiful the venue and grounds were, it was a wedding people won’t forget! 10/10 would recommend to anyone!"
V25,Brinsop Court Manor House and Barn,"It's taken me quite a while to get round to writing this review, because sadly it's quite a bittersweet one. 

We were married last year on 15 June and Brinsop was our chosen venue for both our ceremony and reception. We were first attracted to brinsop by the accomodation, meaning our loved ones could stay on-site, especially my grandparents which was so important to me. 

The home itself is absolutely beautiful, including ivy cottage which myself and my mum stayed in the night before the big day. It really was a picture perfect setting, and looking down from the bridal suite seeing the ceremony space being set up on the Wordsworth lawn was honestly magical. Id dreamed of an outdoor wedding on that lawn, and we were so grateful the weather cleared so we could have it. The team really did wait till the latest they could to ask us to make a call on an inside or outside wedding (despite being June, it was a gloomy day to start) which I really appreciated! 

Another amazing part of hiring brinsop was the after hours space we were able to enjoy until 2am with our house guests. The games room was absolute fantastic and meant that if you wanted to go to bed you could, but you could also stay up, party and play pool. I really do think this was a highlight for our guests and would recommend massively if you can spare some budget. 

On the night of the wedding, myself and my new husband actually stayed in one glamping tents which we absolutely loved. The groundsman was on site until we were ready to leave the games room, and he then took us up to our tent in one of the buggies, making sure we had plenty of blankets and even stopping off for some bottles of water for us. This was really special, and can't thank him enough. 

Hugo Spritz!! Having hugos at both our welcome drinks and drinks reception after the ceremony was amazing. I'm not a fan of prosecco myself and Mark and the team made it possible for us to have Hugo's all round. We even sneaked some up to the bridal suite to have before the ceremony (thanks Nadia!). Our guests loved them, and the amount of people that have told me they now need them at their own wedding is crazy! 

Onto the not so good - sadly it all started to go a little downhill when we moved things into the knot barn for our wedding breakfast. Sitting on the top table, I could see that guests at the top of the second rows of long tables didn't really even have a seat around the table and were just kind of plonked on. The seating plan hadn't been followed, and I don't think there were even enough tables laid for the service to be comfortable for people because there was a dance floor at the end of the barn (which I did not ask for). 

It was quickly also brought to my attention, that one of our guests had had to put her child on her lap in order to remove the high chair so people had more space. We also lost about 5 napkins with them setting on fire from the candles because everything was just way too cramped. 

I asked to speak to catering, and asked if there was anything that they could do. I was told 'well sure, if you want the whole thing to be late'. In truth I shouldn't have even had to broach this myself, as it should have been sorted by the coordination team.

The tables weren't changed, even after they'd said they'd sort after the first course and yet the whole meal still ran late. We've had so much feedback about people not having enough food, food not being easy to access on the sharing platters etc and honestly when you've waited so long for a day and had spent 25k on the venue and food alone, it really has been heartbreaking to hear. I do sometimes question why people still bring it up (even now, people talk about the dining) when it clearly upset me so much. 

Whilst writing this review my husband asked my what we had for evening food - we didn't get any. It was left unannounced on a back table. I don't know what I was expecting, just not that. 

The next morning, the houseguests were asked to come down to breakfast for 9am (it was on a note in the room) but as we were in the glamping area, we walked past the knot barn just before 8.30 and the food was already out. We ran down to the house to hurry everyone up, and by which time everyone arrived it had been sitting there for 20plus mins going cold. 

My biggest upset was that when I fed all of the above back to brinsop, feeling pretty deflated about the catering, I was told they'd pass my feedback on and heard absolutely nothing back. 25k total with over 10k on food and drinks to hear absolutely nothing, and this was 9 months ago. I'm not saying this in would happen to anyone else, but really - it shouldn't have happened to us either."
V25,Brinsop Court Manor House and Barn,"We couldn’t have asked for a more perfect venue for our wedding! From start to finish, everything at Brinsop was flawless. The setting was absolutely stunning, creating the most magical backdrop for our special day. Our guests were blown away by the beautiful venue, the warm atmosphere, and the seamless coordination. Every detail was taken care of, and we felt so well looked after. The team was incredible, professional, friendly, and attentive. On the day itself, they ensured everything ran smoothly, allowing us to truly enjoy every moment. A special mention goes to our amazing wedding coordinator Nina!"
V25,Brinsop Court Manor House and Barn,"We had our wedding on New Year's Eve 2024 at Brinsop, and it was more perfect that we could have ever hoped for. The venue itself is stunning, with beautiful spacious rooms which slept over 40 of our guests. Our coordinator, Nina, was incredible and so supportive on the day - she kept everything running so smoothly and everything went by without a glitch. The food and drink managers Mark and Amy did the most incredible job - nothing was ever too much, they were so attentive, and the chefs the most stunning meal after we gave them a fairly vague brief of 'curry'! We had the most perfect day and we're so incredibly grateful to Brinsop and the team."
V25,Brinsop Court Manor House and Barn,Brinsop Court is pure magic—an unforgettable venue with an incredible team!
V25,Brinsop Court Manor House and Barn,"We were lucky enough to have our wedding at Brinsop Court in December, and it was an absolutely spectacular day. We fell in love with Brinsop as soon we set our eyes on the beautiful manor and surrounding gardens. Cate, Amy, Mark and the rest of the wonderful staff at Brinsop really go the extra mile to make you feel special, and are extremely flexible with requests in order to make your day feel more special. We honestly felt like there was no request too big leading up to the day and they really made us feel extremely comfortable leading up to the day.
On the day, Cate and her team were well on hand to help us with setting up everything and she had everything under control when there were a few hiccups. The day itself was absolutely magical, and that wouldn’t have happened if it wasn’t for everyone at Brinsop working extremely hard to ensure that everything went to plan and as smoothly as it could.
Thank you to everyone at Brinsop for making us feel at ease and ensuring that our wedding was an amazing day."
V25,Brinsop Court Manor House and Barn,"Brinsop, the perfect wedding venue! We got married at Brinsop in December and I can honestly say it was everything we could have hoped for and more. We found out about the venue through Hitched and was one of only two venues that we visited but as soon as we got the house we knew it was the one. We fell in love with everything about it and it was fair to say that our guests agreed with us with many saying it was the nicest venue they’d been to. We had the wonderful Nina as our coordinator and she was brilliant! Nothing was too much trouble and we had constant communication with her in the build up which helped our stress levels no end. The same can be said for all of the staff who were brilliant throughout and allowed us to have the best day of our lives with everything running seamlessly. A special mention must be given to Amy and the catering staff who put on such an incredible menu (including the tasting session that provided some of the best food we’d ever had) and ensured that the food has been one of the main things that people have mentioned to us since the wedding! We had our ceremony in the Banqueting Hall which provided the perfect setting, especially with it being a winter wedding, as it really added to the cosy atmosphere and the lounge areas/games room were perfect for the drink’s reception. We would have loved to have also had it in the courtyard, but the temperatures meant that the lounge with the fireplace was a far more appealing option on the day. We then had the wedding breakfast and reception in the knot barn which was decorated beautifully and was the perfect place for the party in the evening. Overall we really can’t thank everyone at Brinsop enough for making our day what it was, we can honestly say that we have been made to feel part of the family and already can’t wait to hopefully come back to stay in one of the cottages for our first anniversary!"
V25,Brinsop Court Manor House and Barn,"Where do I start!! 
Brinop Court is the most stunning venue, it was the first venue we visited and instantly fell in love! Theres so much history to the house and we were treated like family every time we visited before the wedding and it literally felt like home the whole weekend of the wedding, my guests also agreed!!

A special thank you to Issy our coodinator who went above and beyond ti make sure everything was perfect for us. It was so easy to plan and nothing was too much to ask, even arranging our dog to be our ring bearer!! When they say Brinsop is dog friendly they really mean it!!!

What a place, what a day!! Thank you so much everyone, you all made our day perfect and it really was the best day of our lives♥️"
V25,Brinsop Court Manor House and Barn,"We got married at the gorgeous Brinsop in October this year. It’s hard to put into words how amazing the whole experience was. We honestly had the best day of our lives!!!

We fell in love with Brinsop during our first visit back in December 2022. We knew almost immediately that Brinsop was the venue we were looking for! From the outside the venue looked like a painting - from the picturesque views of the countryside, to the swans swimming on the moat! The manor house itself has so much character, and has a lovely homely feel to it as you walk around it. Our guests were equally blown away by the venue!

A big thing for us was that it’s dog friendly, which meant we could have our two dogs join us on our special day, it wouldn’t have been the same without them there! They had so much fun walking around the grounds and greeting all of our guests!

Nina, our coordinator, and her team were always available to answer any of our questions in the run up to the day. This really put us at ease, knowing we were in safe hands. On the day, Nina and the team made sure everything ran smoothly and went above and beyond to ensure our guests were looked after. A shout out to Amy who heads up catering and Mark who manages the bar. The food and drinks were absolutely fantastic!

I highly recommend this venue! There’s a reason Brinsop is an award winning venue - and when you visit it’s not hard to see why. We are already looking forward to going back there for a date night next year! Thanks for everything Team Brinsop!

April and Ben x"
V26,The Manor at Bickley,"The Manor is the perfect venue for weddings! When our wedding venue fell through 4 months before the big day, I stumbled onto the Manor at Bickley and spoke to Craig. He was most helpful and kind and went above and beyond to make sure our wedding went ahead.

We hired the venue for our two day wedding and the staff were helpful and accommodating from start to finish. All of our guests were awed by the beautiful well kept grounds and the excellent service. We can’t thank the staff enough for making our wedding dreams a reality. They thought of every detail from bringing us champagne after our civil ceremony to making sure we had our card box at the end of the night! We are excited to head back to celebrate our anniversary there!"
V26,The Manor at Bickley,"Myself and my Husband chose this venue for our wedding last week and we can’t sing The Manor’s praises enough. From our very first enquiry, to the first viewing of the venue, right though until the big day, the staff at the manor have been nothing short of brilliant! Each staff member we came across was polite and accommodating. Special mention to Craig and Vicky with whom we did most of our liaising throughout the months leading up until our wedding. Craig and Vicky were super helpful, responsive and went above and beyond to make sure that we could have the day of our dreams. Even with last minute changes due to the weather, Craig who was just incredible throughout, managed to help us sort a backup plan so our day would still go ahead seamlessly. 

The rooms at the manor were spacious and modern, giving us and our wedding party lots of space for photographers and videographers to capture the special moments on our wedding morning. 

The lodge that was used for the bride and bridesmaids to get ready was fabulous. The manor was very flexible in giving us early access so we could get ready on time. 

The grand marquee was definitely grand! Very spacious and when decorated looked like something out of a fairytale! lots of kitchen space, a huge bar and fantastic overhead speakers for the party! 

The manor was super flexible to our needs regarding access, start times, outsourcing our vendors and much more. The venue is beautiful and spacious with options for outdoor and indoor events and entertainment. The grounds were absolutely beautiful, so many lovely spots for photos not only for us as the bride and groom but for guests too! 

A very special thank you to our point of contact throughout, Craig. From our first meeting, he was charming, bubbly and made us feel super welcome. He reassured us that he has experience in African/Caribbean weddings and that our wedding day would amazing and it was. He was attentive and always let us know that he was only a phone call or e-mail away and was always quick to respond and answer any questions we had. 

All in all, we had the most beautiful day at The manor and we would definitely recommend this venue for a wedding or other events. 

Nkechi & Harold"
V26,The Manor at Bickley,"We hired The Manor at Bickley for my daughters wedding.  Got a brilliant service from the venue.  Everything was set accordingly, as per floor plan.  Our guests were loved the venue grounds/facilities and the overall wedding set up. 
Thank you to everyone at Bickley."
V26,The Manor at Bickley,"A warm and friendly service from the very helpful staff, a feeling that it is your own house!  The food was amazing and the atmosphere made us and our guests feel fantastic."
V27,Davenport House,We are so pleased we chose Davenport House for our wedding reception. Charley and the team were so helpful and thoughtful. Putting canapés behind the bar for us and making sure everything ran so smoothly. I am obsessed with the stunning house and grounds and it was absolutely perfect! Thank you so much for making our day so special!!
V27,Davenport House,"Davenport House is a STUNNING wedding venue so how could we not have it for our big day!? 

The staff were exceptional! From the moment we booked through to our big day, we had an absolute blast and could not thank each member of staff enough! Special shout out to Jared (hopefully spelt right, haha!) who made sure we were fed, watered and ensured we took 5 minutes to ourselves every moment we could - Also even saved us slices of pie wedding cake before we went to bed! 

Our guests have said they have never been to a wedding so spectacular, with the most amazing food and amazing staff so could not have been happier having Davenport as our venue! 🩷"
V27,Davenport House,"I just wanted to write to say a huge, enormous thank you to Charley and all the team at Davenport House. We still can’t believe how perfect our day was, and lots of our guests have told us it’s the best wedding they’ve ever been to. The team were all a huge part of making that happen. It was incredibly seamless and well planned on the day, meaning we genuinely didn’t have to think about a thing, except for enjoying ourselves. The day ran to schedule perfectly and even certain touches we didn’t know or expect to happen were planned by you and the team, which made the day even more special. Thank you so much for giving us our dream wedding day. We can’t wait to see the full set of pictures and the video now to relive it all!"
V27,Davenport House,"Without doubt the best day of our lives. From start to finish, Davenport has exceeded expectations. From the very first impression of the venue during the open day, the incredible food tasting evening, all the way through to the day itself, including the support and preparation leading up to it. It was really important to us to pick a venue that not only ticked the fairytale box, but also come with the complete support of a wedding planner, due to our busy jobs. We were lucky enough to have Charley as ours. She really took the time to listen and get to know us, to ensure the day was tailored to exactly what we wanted. We even had our own cocktail designed, which went down an absolute storm on the day! She considered every little detail, constantly putting our minds at ease, which made the whole process so easy and enjoyable. Honestly the day couldn’t have gone smoother, any anxiety or stress faded immediately as soon as we got to the venue.  It was simply perfect. So many of our guests were complimentary of just how beautiful the venue is and just how well organised the day was, and that is the perfect way to summarise Davenport. Any prospective couples thinking of selecting Davenport as their venue, hesitate no further. It will be a day you never knew was possible! We cannot thank you enough Charley and the Davenport team, if only we could live the day over and over again"
